,Date,BO_conf,BN_conf,MM_conf,CF_conf,CD_conf,CI_conf,DO_conf,GM_conf,IR_conf,LA_conf,MD_conf,NL_conf,NE_conf,PH_conf,RU_conf,KR,TW_conf,TZ_conf,US_conf,AE_conf,GB_conf,VN_conf,AF_conf,AL_conf,DZ_conf,AD_conf,AO_conf,AR_conf,AM_conf,AU_conf,AT_conf,AZ_conf,BH_conf,BD_conf,BY_conf,BE_conf,BZ_conf,BJ_conf,BT_conf,BA_conf,BW_conf,BR_conf,BG_conf,BF_conf,CV_conf,KH_conf,CM_conf,CA_conf,TD_conf,CL_conf,CN_conf,CO_conf,CR_conf,HR_conf,CY_conf,CZ_conf,DK_conf,EC_conf,EG_conf,SV_conf,GQ_conf,EE_conf,ET_conf,FJ_conf,FI_conf,FR_conf,GA_conf,GE_conf,DE_conf,GH_conf,GR_conf,GT_conf,GN_conf,HT_conf,HN_conf,HU_conf,IS_conf,IN_conf,ID_conf,IQ_conf,IE_conf,IL_conf,IT_conf,JM_conf,JP_conf,JO_conf,KZ_conf,KE_conf,KW_conf,KG_conf,LV_conf,LB_conf,LR_conf,LY_conf,LI_conf,LT_conf,LU_conf,MG_conf,MW_conf,MY_conf,MV_conf,ML_conf,MT_conf,MR_conf,MU_conf,MX_conf,MC_conf,MN_conf,ME_conf,MA_conf,MZ_conf,NP_conf,NZ_conf,NI_conf,NG_conf,MK_conf,NO_conf,OM_conf,PK_conf,PA_conf,PG_conf,PY_conf,PE_conf,PL_conf,PT_conf,QA_conf,RO_conf,RW_conf,SA_conf,RS_conf,SC_conf,SL_conf,SG_conf,SK_conf,SI_conf,ZA_conf,ES_conf,LK_conf,SR_conf,SE_conf,CH_conf,TH_conf,TL_conf,TG_conf,TT_conf,TN_conf,TR_conf,UG_conf,UA_conf,UY_conf,UZ_conf,YE_conf,ZM_conf,ZW_conf,AD_roam,AE_roam,AF_roam,AL_roam,AM_roam,AO_roam,AR_roam,AT_roam,AU_roam,AZ_roam,BA_roam,BD_roam,BE_roam,BF_roam,BG_roam,BH_roam,BJ_roam,BN_roam,BO_roam,BR_roam,BT_roam,BW_roam,BY_roam,BZ_roam,CA_roam,CD_roam,CF_roam,CH_roam,CI_roam,CL_roam,CM_roam,CN_roam,CO_roam,CR_roam,CV_roam,CY_roam,CZ_roam,DE_roam,DK_roam,DO_roam,DZ_roam,EC_roam,EE_roam,EG_roam,ES_roam,ET_roam,FI_roam,FJ_roam,FR_roam,GA_roam,GB_roam,GE_roam,GH_roam,GM_roam,GN_roam,GQ_roam,GR_roam,GT_roam,HN_roam,HR_roam,HT_roam,HU_roam,ID_roam,IE_roam,IL_roam,IN_roam,IQ_roam,IR_roam,IS_roam,IT_roam,JM_roam,JO_roam,JP_roam,KE_roam,KG_roam,KH_roam,KW_roam,KZ_roam,LA_roam,LB_roam,LI_roam,LK_roam,LR_roam,LT_roam,LU_roam,LV_roam,LY_roam,MA_roam,MC_roam,MD_roam,ME_roam,MG_roam,MK_roam,ML_roam,MM_roam,MN_roam,MR_roam,MT_roam,MU_roam,MV_roam,MW_roam,MX_roam,MY_roam,MZ_roam,NE_roam,NG_roam,NI_roam,NL_roam,NO_roam,NP_roam,NZ_roam,OM_roam,PA_roam,PE_roam,PG_roam,PH_roam,PK_roam,PL_roam,PT_roam,PY_roam,QA_roam,RO_roam,RS_roam,RU_roam,RW_roam,SA_roam,SC_roam,SE_roam,SG_roam,SI_roam,SK_roam,SL_roam,SR_roam,SV_roam,TD_roam,TG_roam,TH_roam,TL_roam,TN_roam,TR_roam,TT_roam,TW_roam,TZ_roam,UA_roam,UG_roam,US_roam,UY_roam,UZ_roam,VN_roam,YE_roam,ZA_roam,ZM_roam,ZW_roam,target
29,2020-02-20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,245,8,0,0,0,27,176,161,6,13,21,35,0,6,0,0,31,14,37,0,0,14,3,179,0,0,165,0,9,0,667,6,0,0,3,148,400,21,0,0,0,37,24,286,9,72,39,334,0,222,9,0,0,0,0,47,0,3,49,0,93,226,3,158,145,0,23,6,306,3,84,1709,12,17,120,15,51,89,4,0,6,0,9,9,6,0,30,0,0,3,0,0,0,73,59,0,6,9,0,0,39,359,0,0,0,3,133,6,42,89,27,0,36,3,669,9,78,141,9,78,6,3,236,0,18,0,48,181,45,60,0,0,0,0,0,349,3,0,174,0,257,0,3,6,745,9,45,964,0,6,0,0,0.0
30,2020-02-21,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,3,6,3,0,18,155,214,13,8,21,53,0,18,3,0,21,15,28,0,11,12,6,160,0,0,189,0,15,0,577,6,9,0,6,132,416,30,3,9,0,37,24,355,36,113,3,458,0,259,15,3,0,0,0,84,3,0,36,0,101,289,9,666,67,0,27,0,379,3,280,1610,26,9,122,18,41,75,3,0,90,0,9,15,3,0,43,37,0,3,0,3,0,40,112,0,18,3,58,0,59,358,0,0,0,3,135,18,3,86,27,6,48,0,639,9,81,178,12,91,18,6,263,9,36,0,62,151,23,47,0,12,0,0,0,467,0,0,294,0,223,4,0,18,766,6,41,1022,0,20,17,24,0.0
31,2020-02-22,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,229,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,247,3,13,3,0,9,159,223,12,33,18,75,0,15,3,0,3,9,21,3,3,9,0,153,30,0,154,0,3,27,623,12,6,0,0,117,450,43,6,6,0,33,97,195,3,92,6,352,0,249,12,0,0,0,0,62,6,0,85,0,98,318,9,186,121,3,27,3,257,0,83,1439,30,30,106,6,90,125,9,3,18,0,0,12,6,0,30,20,0,13,3,16,0,54,89,0,0,14,24,0,67,387,9,0,0,3,111,6,43,159,21,12,24,12,579,18,56,59,0,95,12,0,268,9,29,3,55,219,52,42,0,6,3,0,0,491,0,0,264,0,247,18,3,7,936,3,88,981,3,18,6,9,0.0
32,2020-02-23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,3,3,3,0,24,124,225,26,6,9,64,0,5,3,0,31,12,45,3,3,9,3,198,0,0,142,3,12,6,697,6,0,0,3,154,442,33,0,3,6,56,55,356,19,84,3,389,0,248,25,6,0,12,0,46,0,0,44,0,76,238,6,80,75,0,11,6,266,0,47,1987,9,0,112,3,56,85,6,3,6,12,9,6,15,0,14,24,0,3,0,0,0,60,116,0,9,13,31,0,35,307,0,0,0,0,129,9,25,113,21,6,30,0,818,12,74,123,21,92,6,3,362,6,12,0,44,203,32,20,0,12,0,0,0,417,0,0,252,3,237,9,3,3,904,0,7,943,0,12,9,9,17.0
33,2020-02-24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,231,2,0,36,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,5,0,12,0,18,161,164,16,40,3,36,0,6,0,0,3,6,36,0,0,12,0,127,0,0,150,0,21,0,548,12,3,0,9,154,284,27,0,0,0,37,26,278,9,61,0,391,0,274,11,0,0,0,0,33,3,6,107,0,112,294,21,401,77,0,15,9,387,0,141,1681,0,15,144,12,36,82,0,0,62,0,3,11,0,0,22,25,0,0,0,3,0,52,57,0,10,3,69,0,38,376,0,0,0,3,89,0,3,140,15,12,27,6,766,10,40,82,15,49,9,3,213,0,18,0,35,191,48,43,0,6,3,0,0,391,0,0,206,0,256,3,0,0,708,12,33,936,0,21,0,0,0.0
34,2020-02-25,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,237,6,0,9,3,24,106,173,21,0,6,33,0,6,0,0,9,31,24,0,3,12,0,148,0,0,124,0,15,0,567,6,3,0,0,98,365,40,0,9,6,34,26,236,22,56,0,351,0,198,13,0,0,0,0,36,0,0,12,0,50,214,3,594,79,9,22,0,231,9,266,1282,21,35,66,3,48,56,3,3,12,0,13,12,6,0,6,18,0,0,0,0,0,55,59,0,0,8,12,0,46,329,0,0,0,3,132,21,30,101,12,9,37,3,632,15,76,108,9,84,9,0,254,0,16,0,69,160,6,19,0,12,0,0,0,366,54,0,270,0,156,15,6,0,745,14,78,779,0,18,7,18,0.0
35,2020-02-26,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,284,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,412,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,10,0,1,0,0,0,0,0,0,0,0,4,0,1,131,0,19,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,255,3,0,3,0,9,245,174,17,15,9,65,0,9,3,0,11,18,22,0,0,6,0,96,0,0,153,0,21,0,469,3,3,0,0,151,343,24,3,0,3,29,22,252,19,88,3,349,0,229,15,6,0,0,0,54,6,0,73,3,153,226,9,76,44,3,21,6,279,3,74,1308,3,9,69,12,64,39,0,0,27,3,3,12,3,0,15,19,0,0,3,0,0,39,43,0,28,21,27,0,56,210,0,0,3,6,104,3,18,131,27,6,18,6,561,6,41,85,3,64,6,6,201,0,21,6,39,155,48,50,0,6,0,0,0,331,0,0,182,0,123,0,0,0,679,3,48,702,0,21,0,3,0.0
36,2020-02-27,0,0,0,0,0,0,0,0,106,0,0,1,0,0,0,505,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,434,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,0,0,19,0,2,0,0,0,0,0,0,0,0,2,0,1,202,0,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,3,0,3,0,31,157,160,0,16,12,33,0,6,0,0,17,24,40,0,0,11,0,162,0,0,123,0,12,0,455,0,0,0,0,150,401,25,0,3,0,30,18,185,0,92,0,294,0,231,9,0,3,0,0,33,0,0,50,0,103,209,3,134,99,0,15,3,306,6,83,1204,0,15,77,3,27,69,0,6,3,0,12,6,6,0,9,6,0,3,0,0,0,39,41,0,9,0,15,0,33,243,0,0,0,0,83,6,7,98,9,3,29,12,602,6,45,96,21,95,0,0,229,3,21,0,43,119,38,56,0,0,0,0,0,311,9,0,103,0,103,0,6,0,695,3,32,718,0,6,0,0,0.0
37,2020-02-28,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,571,2,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,328,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,233,0,14,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,6,9,0,0,36,198,170,15,3,12,51,0,9,0,0,6,24,31,0,3,8,0,124,0,0,108,3,21,0,411,0,0,0,0,139,425,21,0,3,6,28,21,213,26,60,6,289,0,243,9,3,0,0,0,36,0,0,35,0,70,304,9,64,57,0,12,3,254,0,20,1248,3,0,116,3,28,58,0,6,77,0,16,26,6,0,6,25,0,6,0,0,0,49,39,0,21,3,63,0,79,245,0,0,0,0,131,15,6,78,6,0,34,3,468,18,43,61,15,48,3,6,196,9,23,3,58,118,18,42,0,0,3,0,0,316,0,0,184,0,105,3,0,12,772,6,12,728,0,12,0,0,0.0
38,2020-02-29,0,0,0,0,0,0,0,0,205,0,0,5,0,0,0,813,5,0,8,2,3,0,0,0,0,0,0,0,0,10,6,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,428,0,0,1,0,0,2,0,0,0,0,0,0,0,1,43,0,0,31,0,0,0,0,0,0,0,0,0,0,6,1,3,240,0,13,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,13,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,3,3,6,0,18,182,165,8,12,12,48,0,12,0,0,6,15,27,6,0,9,3,175,0,0,145,0,18,0,565,0,3,0,3,114,405,15,0,12,3,14,100,116,3,66,3,334,3,221,10,0,3,0,0,59,3,3,80,0,98,256,9,42,138,6,12,0,262,0,12,1190,3,18,76,0,72,62,0,3,12,0,3,12,0,0,9,10,0,3,0,3,0,48,37,0,18,3,39,0,52,289,15,0,0,0,105,3,44,153,9,3,27,3,578,9,42,45,9,52,0,3,188,0,19,0,30,201,74,41,0,0,0,0,0,316,0,0,241,0,122,3,6,0,896,6,88,543,0,30,0,0,0.0
39,2020-03-01,0,0,0,0,0,0,1,0,385,0,0,4,0,0,0,586,1,0,6,0,13,0,0,0,0,0,0,0,1,2,5,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,576,0,0,1,0,3,1,6,1,0,0,0,0,0,3,30,0,2,51,0,3,0,0,0,0,0,2,0,0,6,0,3,566,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,39,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,9,0,31,142,205,25,17,12,30,0,3,6,0,9,12,38,6,0,12,0,190,0,0,94,0,9,0,419,0,3,0,0,148,329,37,0,0,6,31,74,202,21,59,33,259,0,205,18,0,0,0,0,12,3,0,56,0,109,224,12,50,43,3,9,3,215,0,14,1255,15,9,51,9,45,72,0,9,3,0,15,6,3,0,12,12,6,0,12,3,0,48,45,0,12,6,43,0,64,256,0,0,0,0,104,18,21,101,9,0,25,6,576,9,53,82,14,41,3,3,218,0,0,3,50,116,25,83,0,0,3,0,0,351,6,0,124,0,97,15,15,0,849,0,6,507,0,12,0,0,0.0
40,2020-03-02,0,0,0,0,0,0,0,0,523,0,0,8,0,0,1,599,1,0,24,0,4,0,0,0,2,1,0,0,0,3,4,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,29,0,0,0,0,0,0,0,3,2,2,7,0,0,342,0,18,0,0,0,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,36,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,9,106,150,20,11,12,12,0,6,3,0,9,3,12,9,0,6,3,107,0,0,73,0,6,0,368,6,3,0,3,72,210,15,0,6,3,18,20,122,12,55,0,283,0,144,13,0,0,0,0,18,9,3,50,15,137,194,9,0,52,0,3,9,254,9,0,880,0,6,93,0,39,12,0,0,59,0,0,6,3,0,9,14,0,3,0,0,0,34,36,0,17,0,59,0,58,161,0,0,0,0,57,15,9,100,6,6,9,9,443,6,16,39,0,33,3,3,112,3,9,0,27,107,33,51,0,24,0,0,0,244,0,3,101,0,55,0,3,3,620,6,15,286,0,0,0,0,0.0
41,2020-03-03,0,0,0,0,0,0,0,0,835,0,0,6,0,0,0,851,1,0,20,6,11,0,0,0,2,0,0,1,0,9,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,125,0,0,2,0,2,2,1,0,0,0,1,0,0,0,13,0,0,37,0,0,0,0,0,0,0,5,0,0,6,1,2,466,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,45,0,0,6,14,0,0,0,0,0,0,0,1,0,0,0,0,0,3,89,0,0,0,0,25,57,111,3,12,3,38,0,6,0,0,3,16,41,3,3,9,3,91,0,0,76,0,9,0,258,6,0,0,0,71,209,12,0,6,0,28,13,173,0,44,0,227,0,117,6,0,0,0,0,0,0,3,42,0,40,132,3,9,80,3,3,0,116,0,0,754,3,0,34,3,6,3,0,0,3,0,3,8,6,0,12,10,0,0,0,0,0,9,22,0,3,0,15,0,41,103,0,0,0,0,52,3,33,63,9,3,27,3,339,0,36,93,13,17,3,3,113,0,6,0,22,84,26,6,0,3,0,0,0,158,0,0,66,0,35,3,0,0,474,9,3,149,0,9,3,6,0.0
42,2020-03-04,0,0,0,0,0,0,0,0,586,0,0,14,0,0,0,435,0,0,31,0,35,0,0,0,7,0,0,0,0,13,8,0,3,0,5,10,0,0,0,0,0,2,0,0,0,0,0,3,0,0,125,0,0,1,0,3,5,3,0,0,0,0,0,0,0,84,0,0,66,0,2,0,0,0,0,2,15,23,0,3,4,3,587,0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,3,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,57,0,0,14,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,16,50,138,4,3,18,18,0,0,0,0,6,0,17,0,0,0,0,70,0,0,60,0,3,0,238,0,0,0,0,18,164,3,0,3,0,12,11,101,12,27,0,125,0,79,6,0,0,0,0,3,0,0,6,0,25,139,3,36,24,0,0,0,112,0,6,718,3,0,43,3,12,9,0,3,18,0,0,6,3,3,6,15,0,3,0,0,0,18,19,0,6,0,39,0,24,156,0,0,0,0,73,6,12,96,3,0,3,9,283,3,9,28,3,9,0,3,94,0,9,3,21,98,0,16,0,0,0,0,0,201,6,3,63,0,41,0,0,0,399,9,3,238,0,6,0,0,1.0
43,2020-03-05,0,0,0,0,0,0,0,0,591,0,0,44,0,0,1,467,2,0,68,2,30,0,0,0,0,0,0,0,0,3,12,3,3,0,0,27,0,0,0,2,0,0,0,0,0,0,0,4,0,3,151,0,0,0,0,4,0,3,1,0,0,1,0,0,6,92,0,1,220,0,22,0,0,0,0,0,8,2,0,0,0,5,769,0,29,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,1,0,0,0,0,0,0,3,0,2,0,4,0,0,0,7,0,2,1,37,0,0,59,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,18,70,89,0,6,0,24,0,3,0,0,13,23,38,3,0,3,0,81,0,0,24,0,0,3,286,3,0,0,0,74,205,12,0,0,0,21,0,105,0,18,0,124,0,73,3,0,0,0,0,3,3,0,29,0,29,121,6,6,38,0,3,3,76,0,6,719,3,3,36,0,15,12,0,0,0,0,0,0,6,0,17,3,0,0,0,0,0,15,41,0,0,0,6,0,37,66,0,0,0,3,63,6,0,54,3,0,27,9,283,0,22,51,20,3,3,0,94,0,3,0,29,94,26,18,0,0,0,0,0,162,0,0,59,0,46,0,3,0,390,4,6,127,0,6,0,0,0.0
44,2020-03-06,0,0,0,0,0,0,1,0,1234,0,0,46,0,2,9,505,1,0,45,0,48,0,0,0,5,0,0,1,0,5,14,0,5,0,0,59,0,0,1,0,0,9,0,0,0,0,1,12,0,0,153,1,1,1,0,6,13,0,12,0,0,7,0,0,3,276,0,0,188,0,14,0,0,0,0,0,9,1,2,5,12,17,778,0,60,0,0,0,0,0,0,6,0,0,0,0,1,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,21,0,1,0,0,0,1,4,5,0,3,0,0,1,0,0,13,1,5,0,141,0,0,7,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,31,45,64,7,3,9,15,0,3,0,0,6,9,33,0,0,3,0,64,0,0,21,0,9,0,270,6,6,0,0,33,132,12,0,3,0,16,9,77,6,33,0,113,0,89,6,0,0,0,0,0,3,0,9,0,21,90,6,0,9,6,6,3,43,0,0,678,0,0,43,3,22,0,0,0,19,0,0,0,6,0,0,0,0,0,3,0,3,30,19,0,0,0,12,0,30,119,0,0,0,3,60,3,0,9,3,3,18,0,277,3,18,31,7,19,3,0,81,0,6,0,29,72,3,9,0,0,0,0,0,184,0,0,36,0,8,3,0,0,389,3,6,176,0,0,0,0,0.0
45,2020-03-07,0,0,0,0,0,0,0,0,1076,0,0,60,0,1,0,448,0,0,140,16,43,2,0,0,0,0,0,6,0,3,24,3,25,0,0,60,0,0,0,1,0,0,0,0,0,0,0,5,0,0,80,0,0,1,0,1,0,0,0,0,0,0,0,0,0,303,0,0,129,0,1,0,0,0,0,2,7,3,0,14,0,6,1247,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,100,0,0,60,54,2,0,0,0,0,0,0,0,0,0,0,0,0,9,70,0,0,0,0,18,70,141,0,8,9,21,0,0,0,0,0,6,18,0,0,0,0,64,0,0,39,0,12,0,270,6,0,0,0,46,165,0,0,0,0,15,6,37,0,23,0,141,0,79,3,0,0,0,0,3,3,0,34,0,49,107,3,0,60,0,6,0,41,0,0,687,0,0,60,0,46,9,0,3,0,0,0,9,9,0,3,21,0,0,0,0,0,27,24,0,3,0,3,0,24,67,0,0,0,3,29,0,33,67,12,0,12,6,286,3,21,20,6,18,0,0,69,0,12,0,9,33,17,25,0,0,0,0,3,214,0,0,24,0,31,0,0,3,433,13,6,52,0,12,0,0,1.0
46,2020-03-08,0,0,0,0,0,0,3,0,743,0,1,77,0,4,4,273,0,0,116,0,67,12,3,0,2,0,0,4,0,13,25,0,0,3,0,31,0,0,0,0,0,7,4,0,0,1,1,10,0,4,53,0,4,0,0,12,13,1,34,0,0,0,0,0,8,177,0,9,241,0,27,0,0,0,0,3,0,5,2,6,1,18,1492,0,41,0,0,0,3,0,1,10,0,0,0,0,1,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,5,6,10,7,6,0,6,0,0,0,12,2,9,2,173,0,0,42,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,62,63,3,0,0,24,0,3,0,0,0,0,6,0,0,3,0,64,3,0,33,0,3,0,246,0,0,0,0,35,163,12,0,0,0,17,0,89,3,53,0,142,0,105,3,0,0,0,0,0,0,0,21,0,25,74,3,9,30,0,0,15,54,0,3,1166,0,3,38,0,3,12,0,0,3,0,3,3,3,0,6,6,0,0,0,0,0,21,16,0,0,0,0,0,24,66,0,0,0,0,73,3,10,33,3,0,0,3,298,12,9,29,0,6,3,0,68,3,3,0,27,24,26,14,0,0,0,0,0,183,0,0,23,0,26,0,0,0,416,3,15,51,0,3,0,0,1.0
47,2020-03-09,0,1,0,0,0,0,0,0,595,0,0,56,0,10,0,164,0,0,65,0,48,0,0,2,1,0,0,0,0,15,27,0,10,0,0,39,0,0,0,0,0,5,0,0,0,0,0,13,0,0,37,0,4,0,2,0,55,1,6,0,0,0,0,0,7,83,0,2,136,0,0,0,0,0,0,2,8,4,13,0,2,0,1797,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,0,0,1,5,0,3,0,0,4,0,0,0,0,0,0,0,400,0,0,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,3,36,6,3,9,6,12,0,3,0,0,7,0,3,0,0,0,0,68,0,0,33,0,0,0,268,0,0,0,0,24,96,0,0,0,0,24,0,82,0,34,0,110,0,77,3,0,0,0,0,3,0,0,19,0,9,84,6,0,15,0,0,0,60,0,0,334,0,3,60,0,11,12,0,0,18,0,0,0,9,0,18,3,0,3,0,0,0,46,17,0,0,0,7,0,9,59,0,0,0,0,41,0,0,0,0,0,0,0,383,0,33,25,0,3,3,3,53,0,6,0,18,30,3,6,0,0,0,0,0,215,3,0,30,0,30,0,0,0,327,6,3,39,0,3,0,0,1.0
